A2,A3,A4,A5,A6,A8,A9,A10,A11,A13,A14,A15,A16
26.58,2.54,2.0,2.0,5.0,0.0,0.0,0.0,0,0.0,180.0,60,1
37.33,2.665,1.0,0.0,2.0,0.165,0.0,0.0,0,0.0,0.0,501,1
18.25,0.165,1.0,0.0,3.0,0.25,0.0,0.0,0,2.0,280.0,0,1
24.75,13.665,1.0,0.0,10.0,1.5,0.0,0.0,0,0.0,280.0,1,1
55.92,11.5,1.0,0.0,5.0,5.0,1.0,1.0,5,0.0,0.0,8851,0
28.92,15.0,1.0,0.0,1.0,5.335,1.0,1.0,11,0.0,0.0,2283,0
71.58,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0,1.0,160.0,0,0
20.42,10.5,2.0,2.0,13.0,0.0,0.0,0.0,0,0.0,154.0,32,1
59.67,1.54,1.0,0.0,10.0,0.125,1.0,0.0,0,0.0,260.0,0,0
28.25,5.125,1.0,0.0,13.0,4.75,1.0,1.0,2,0.0,420.0,7,0
38.25,10.125,2.0,2.0,8.0,0.125,0.0,0.0,0,0.0,160.0,0,1
49.83,13.585,1.0,0.0,8.0,8.5,1.0,0.0,0,0.0,0.0,0,0
41.17,6.5,1.0,0.0,10.0,0.5,1.0,1.0,3,0.0,145.0,0,0
32.42,3.0,1.0,0.0,3.0,0.165,0.0,0.0,0,0.0,120.0,0,1
29.75,0.665,1.0,0.0,12.0,0.25,0.0,0.0,0,0.0,300.0,0,1
30.33,0.5,1.0,0.0,3.0,0.085,0.0,0.0,0,2.0,252.0,0,1
33.17,3.04,2.0,2.0,1.0,2.04,1.0,1.0,1,0.0,180.0,18027,0
38.17,10.125,1.0,0.0,13.0,2.5,1.0,1.0,6,0.0,520.0,196,0
28.46,10.5,1.0,0.0,13.0,6.5,1.0,0.0,0,0.0,0.0,0,0
15.83,0.585,1.0,0.0,1.0,1.5,1.0,1.0,2,0.0,100.0,0,0
34.17,2.75,1.0,0.0,6.0,2.5,0.0,0.0,0,0.0,232.0,200,1
29.25,14.79,1.0,0.0,0.0,5.04,1.0,1.0,5,0.0,168.0,0,0
32.92,2.5,1.0,0.0,0.0,1.75,0.0,1.0,2,0.0,720.0,0,1
30.67,2.5,1.0,0.0,2.0,2.25,0.0,0.0,0,2.0,340.0,0,1
23.33,11.625,2.0,2.0,12.0,0.835,1.0,0.0,0,0.0,160.0,300,0
42.25,1.75,2.0,2.0,8.0,0.0,0.0,0.0,0,0.0,150.0,1,1
39.08,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0,0.0,480.0,0,1
24.33,2.5,2.0,2.0,6.0,4.5,0.0,0.0,0,0.0,200.0,456,1
21.25,2.335,1.0,0.0,6.0,0.5,1.0,1.0,4,2.0,80.0,0,0
18.33,1.21,2.0,2.0,4.0,0.0,0.0,0.0,0,0.0,100.0,0,1
39.92,6.21,1.0,0.0,10.0,0.04,1.0,1.0,1,0.0,200.0,300,0
28.75,1.5,2.0,2.0,1.0,1.5,1.0,0.0,0,0.0,0.0,225,1
24.5,13.335,2.0,2.0,0.0,0.04,0.0,0.0,0,0.0,120.0,475,1
20.83,3.0,1.0,0.0,0.0,0.04,1.0,0.0,0,0.0,100.0,0,0
34.25,3.0,1.0,0.0,2.0,7.415,1.0,0.0,0,0.0,0.0,0,0
37.33,6.5,1.0,0.0,9.0,4.25,1.0,1.0,12,0.0,93.0,0,0
25.42,0.54,1.0,0.0,12.0,0.165,0.0,1.0,1,0.0,272.0,444,1
20.83,0.5,2.0,2.0,4.0,1.0,0.0,0.0,0,0.0,260.0,0,1
46.67,0.46,1.0,0.0,2.0,0.415,1.0,1.0,11,0.0,440.0,6,0
18.58,5.71,1.0,0.0,3.0,0.54,0.0,0.0,0,0.0,120.0,0,1
22.75,6.165,1.0,0.0,0.0,0.165,0.0,0.0,0,0.0,220.0,1000,1
45.83,10.5,1.0,0.0,10.0,5.0,1.0,1.0,7,0.0,0.0,0,0
29.5,0.58,1.0,0.0,12.0,0.29,0.0,1.0,1,0.0,340.0,2803,1
27.75,0.585,2.0,2.0,2.0,0.25,1.0,1.0,2,0.0,260.0,500,0
44.0,2.0,1.0,0.0,9.0,1.75,1.0,1.0,2,0.0,0.0,15,0
42.0,0.205,1.0,0.0,6.0,5.125,1.0,0.0,0,0.0,400.0,0,0
27.67,13.75,1.0,0.0,12.0,5.75,1.0,0.0,0,0.0,487.0,500,0
26.17,0.835,1.0,0.0,2.0,1.165,0.0,0.0,0,0.0,100.0,0,1
21.42,0.75,2.0,2.0,11.0,0.75,0.0,0.0,0,0.0,132.0,2,1
53.33,0.165,1.0,0.0,5.0,0.0,0.0,0.0,0,2.0,62.0,27,1
32.0,6.0,1.0,0.0,3.0,1.25,0.0,0.0,0,0.0,272.0,0,1
62.5,12.75,2.0,2.0,1.0,5.0,1.0,0.0,0,0.0,112.0,0,1
23.0,0.75,1.0,0.0,9.0,0.5,0.0,0.0,0,2.0,320.0,0,1
17.5,22.0,0.0,1.0,5.0,0.0,0.0,0.0,0,1.0,450.0,100000,0
18.08,6.75,2.0,2.0,9.0,0.04,0.0,0.0,0,0.0,140.0,0,1
28.92,0.375,1.0,0.0,1.0,0.29,0.0,0.0,0,0.0,220.0,140,1
31.08,3.085,1.0,0.0,1.0,2.5,0.0,1.0,2,0.0,160.0,41,1
27.83,1.54,1.0,0.0,12.0,3.75,1.0,1.0,5,0.0,100.0,3,0
36.67,3.25,1.0,0.0,10.0,9.0,1.0,0.0,0,0.0,102.0,639,0
25.17,3.0,1.0,0.0,1.0,1.25,0.0,1.0,1,0.0,0.0,22,1
16.25,0.0,2.0,2.0,0.0,0.25,0.0,0.0,0,0.0,60.0,0,1
21.33,10.5,1.0,0.0,1.0,3.0,1.0,0.0,0,0.0,0.0,0,0
24.58,13.5,2.0,2.0,5.0,0.0,0.0,0.0,0,0.0,160.0,0,1
27.58,3.0,1.0,0.0,9.0,2.79,0.0,1.0,1,0.0,280.0,10,1
25.33,0.58,1.0,0.0,1.0,0.29,1.0,1.0,7,0.0,96.0,5124,0
16.08,0.335,1.0,0.0,5.0,0.0,0.0,1.0,1,0.0,160.0,126,1
23.5,1.5,1.0,0.0,12.0,0.875,0.0,0.0,0,0.0,160.0,0,1
34.17,9.17,1.0,0.0,1.0,4.5,1.0,1.0,12,0.0,0.0,221,0
18.83,3.54,2.0,2.0,5.0,0.0,0.0,0.0,0,0.0,180.0,1,1
18.83,4.415,2.0,2.0,1.0,3.0,1.0,0.0,0,0.0,240.0,0,0
35.17,4.5,1.0,0.0,13.0,5.75,0.0,0.0,0,2.0,711.0,0,0
24.5,12.75,1.0,0.0,1.0,4.75,1.0,1.0,2,0.0,73.0,444,0
51.58,15.0,1.0,0.0,1.0,8.5,1.0,1.0,9,0.0,0.0,0,0
20.17,8.17,1.0,0.0,0.0,1.96,1.0,1.0,14,0.0,60.0,158,0
41.17,1.25,2.0,2.0,12.0,0.25,0.0,0.0,0,0.0,0.0,195,1
19.42,6.5,1.0,0.0,12.0,1.46,1.0,1.0,7,0.0,80.0,2954,0
18.42,10.415,2.0,2.0,0.0,0.125,1.0,0.0,0,0.0,120.0,375,1
56.83,4.25,2.0,2.0,5.0,5.0,0.0,0.0,0,0.0,0.0,4,1
17.92,0.205,1.0,0.0,0.0,0.04,0.0,0.0,0,0.0,280.0,750,1
60.92,5.0,1.0,0.0,0.0,4.0,1.0,1.0,4,0.0,0.0,99,0
47.0,13.0,1.0,0.0,6.0,5.165,1.0,1.0,9,0.0,0.0,0,0
19.17,5.415,1.0,0.0,6.0,0.29,0.0,0.0,0,0.0,80.0,484,1
18.58,10.0,1.0,0.0,3.0,0.415,0.0,0.0,0,0.0,80.0,42,1
22.67,7.0,1.0,0.0,1.0,0.165,0.0,0.0,0,0.0,160.0,0,1
21.17,0.875,2.0,2.0,1.0,0.25,0.0,0.0,0,0.0,280.0,204,1
22.5,0.415,1.0,0.0,6.0,0.335,0.0,0.0,0,2.0,144.0,0,1
36.17,18.125,1.0,0.0,12.0,0.085,0.0,0.0,0,0.0,320.0,3552,1
25.33,2.085,1.0,0.0,1.0,2.75,1.0,0.0,0,0.0,360.0,1,1
38.33,4.415,1.0,0.0,1.0,0.125,0.0,0.0,0,0.0,160.0,0,1
38.58,3.335,1.0,0.0,12.0,4.0,1.0,1.0,14,0.0,383.0,1344,0
25.42,1.125,1.0,0.0,10.0,1.29,1.0,1.0,2,0.0,200.0,0,1
48.08,6.04,1.0,0.0,8.0,0.04,0.0,0.0,0,0.0,0.0,2690,0
22.5,11.0,2.0,2.0,10.0,3.0,1.0,0.0,0,0.0,268.0,0,1
48.58,0.205,2.0,2.0,8.0,0.25,1.0,1.0,11,0.0,380.0,2732,0
36.67,2.0,1.0,0.0,6.0,0.25,0.0,0.0,0,0.0,221.0,0,1
25.25,12.5,1.0,0.0,3.0,1.0,0.0,0.0,0,0.0,180.0,1062,1
16.0,0.165,1.0,0.0,0.0,1.0,0.0,1.0,2,0.0,320.0,1,1
29.83,2.04,2.0,2.0,13.0,0.04,0.0,0.0,0,0.0,128.0,1,1
40.83,10.0,1.0,0.0,10.0,1.75,1.0,0.0,0,0.0,29.0,837,0
38.75,1.5,1.0,0.0,5.0,0.0,0.0,0.0,0,0.0,76.0,0,1
19.67,10.0,2.0,2.0,8.0,0.835,1.0,0.0,0,0.0,140.0,0,1
45.33,1.0,1.0,0.0,10.0,0.125,0.0,0.0,0,0.0,263.0,0,1
30.08,1.04,2.0,2.0,6.0,0.5,1.0,1.0,10,0.0,132.0,28,1
49.5,7.585,1.0,0.0,6.0,7.585,1.0,1.0,15,0.0,0.0,5000,0
21.25,1.5,1.0,0.0,12.0,1.5,0.0,0.0,0,0.0,150.0,8,0
52.5,6.5,1.0,0.0,8.0,6.29,1.0,1.0,15,0.0,0.0,11202,0
33.67,1.25,1.0,0.0,12.0,1.165,0.0,0.0,0,0.0,120.0,0,1
20.75,9.54,1.0,0.0,6.0,0.04,0.0,0.0,0,0.0,200.0,1000,1
23.75,0.415,2.0,2.0,1.0,0.04,0.0,1.0,2,0.0,128.0,6,1
21.08,10.085,2.0,2.0,4.0,1.25,0.0,0.0,0,0.0,260.0,0,1
36.75,0.125,2.0,2.0,1.0,1.5,0.0,0.0,0,0.0,232.0,113,0
58.67,4.46,1.0,0.0,10.0,3.04,1.0,1.0,6,0.0,43.0,560,0
30.75,1.585,1.0,0.0,3.0,0.585,0.0,0.0,0,2.0,0.0,0,1
19.33,10.915,1.0,0.0,1.0,0.585,0.0,1.0,2,0.0,200.0,7,1
21.17,0.25,2.0,2.0,1.0,0.25,0.0,0.0,0,0.0,280.0,204,1
34.08,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,460.0,16,1
39.42,1.71,2.0,2.0,9.0,0.165,0.0,0.0,0,2.0,400.0,0,1
20.17,9.25,1.0,0.0,1.0,1.665,1.0,1.0,3,0.0,40.0,28,0
28.46,1.5,1.0,0.0,5.0,0.0,0.0,1.0,2,0.0,200.0,105,1
21.67,1.165,2.0,2.0,8.0,2.5,1.0,1.0,1,0.0,180.0,20,1
40.33,7.54,2.0,2.0,10.0,8.0,1.0,1.0,14,0.0,0.0,2300,0
60.58,16.5,1.0,0.0,10.0,11.0,1.0,0.0,0,0.0,21.0,10561,0
27.67,2.04,1.0,0.0,12.0,0.25,0.0,0.0,0,0.0,180.0,50,1
26.67,4.25,1.0,0.0,2.0,4.29,1.0,1.0,1,0.0,120.0,0,0
26.92,13.5,1.0,0.0,10.0,5.0,1.0,1.0,2,0.0,0.0,5000,0
22.83,3.0,1.0,0.0,9.0,1.29,1.0,1.0,1,0.0,260.0,800,0
32.08,4.0,2.0,2.0,2.0,1.5,0.0,0.0,0,0.0,120.0,0,1
30.17,6.5,1.0,0.0,2.0,3.125,1.0,1.0,8,0.0,330.0,1200,0
21.75,11.75,1.0,0.0,1.0,0.25,0.0,0.0,0,0.0,180.0,0,1
36.42,0.75,2.0,2.0,3.0,0.585,0.0,0.0,0,0.0,240.0,3,1
32.75,1.5,1.0,0.0,2.0,5.5,1.0,1.0,3,0.0,0.0,0,0
20.0,7.0,1.0,0.0,1.0,0.5,0.0,0.0,0,0.0,0.0,0,1
26.08,8.665,1.0,0.0,0.0,1.415,1.0,0.0,0,0.0,160.0,150,0
43.08,0.375,2.0,2.0,1.0,0.375,1.0,1.0,8,0.0,300.0,162,0
26.67,1.75,2.0,2.0,1.0,1.0,1.0,1.0,5,0.0,160.0,5777,0
58.33,10.0,1.0,0.0,10.0,4.0,1.0,1.0,14,0.0,0.0,1602,0
22.0,7.835,2.0,2.0,6.0,0.165,0.0,0.0,0,0.0,160.0,0,1
39.58,5.0,1.0,0.0,5.0,0.0,0.0,1.0,2,0.0,17.0,1,1
23.0,11.75,1.0,0.0,13.0,0.5,1.0,1.0,2,0.0,300.0,551,0
47.25,0.75,1.0,0.0,10.0,2.75,1.0,1.0,1,0.0,333.0,892,0
30.42,1.375,1.0,0.0,12.0,0.04,0.0,1.0,3,0.0,0.0,33,1
18.83,9.5,1.0,0.0,12.0,1.625,1.0,1.0,6,0.0,40.0,600,0
20.42,1.085,1.0,0.0,10.0,1.5,0.0,0.0,0,0.0,108.0,7,1
22.08,0.83,1.0,0.0,1.0,2.165,0.0,0.0,0,0.0,128.0,0,0
22.58,1.5,2.0,2.0,0.0,0.54,0.0,0.0,0,0.0,120.0,67,1
26.0,1.0,1.0,0.0,10.0,1.75,1.0,0.0,0,0.0,280.0,0,0
21.83,1.54,1.0,0.0,8.0,0.085,0.0,0.0,0,0.0,356.0,0,1
33.67,2.165,1.0,0.0,1.0,1.5,0.0,0.0,0,1.0,120.0,0,1
28.42,3.5,1.0,0.0,12.0,0.835,1.0,0.0,0,2.0,280.0,0,0
36.33,2.125,2.0,2.0,12.0,0.085,1.0,1.0,1,0.0,50.0,1187,0
25.25,13.5,2.0,2.0,5.0,2.0,0.0,1.0,1,0.0,200.0,1,1
18.92,9.25,2.0,2.0,1.0,1.0,1.0,1.0,4,0.0,80.0,500,0
30.17,1.085,2.0,2.0,1.0,0.04,0.0,0.0,0,0.0,170.0,179,1
20.42,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0,1.0,160.0,0,1
16.25,0.835,1.0,0.0,9.0,0.085,1.0,0.0,0,2.0,200.0,0,1
39.5,4.25,1.0,0.0,1.0,6.5,1.0,1.0,16,0.0,117.0,1210,0
34.67,1.08,1.0,0.0,9.0,1.165,0.0,0.0,0,2.0,28.0,0,1
36.25,5.0,1.0,0.0,1.0,2.5,1.0,1.0,6,0.0,0.0,367,0
22.92,3.165,2.0,2.0,1.0,0.165,0.0,0.0,0,0.0,160.0,1058,1
37.5,1.125,2.0,2.0,3.0,1.5,0.0,0.0,0,0.0,431.0,0,0
32.17,1.46,1.0,0.0,12.0,1.085,1.0,1.0,16,0.0,120.0,2079,0
25.0,12.33,1.0,0.0,2.0,3.5,1.0,1.0,6,0.0,400.0,458,0
22.75,11.5,1.0,0.0,6.0,0.415,0.0,0.0,0,0.0,0.0,0,1
29.25,13.0,1.0,0.0,3.0,0.5,0.0,0.0,0,0.0,228.0,0,1
68.67,15.0,1.0,0.0,4.0,0.0,1.0,1.0,14,0.0,0.0,3376,0
27.0,0.75,1.0,0.0,1.0,4.25,1.0,1.0,3,0.0,312.0,150,0
19.17,0.585,2.0,2.0,0.0,0.585,1.0,0.0,0,0.0,160.0,0,1
31.75,3.0,2.0,2.0,7.0,0.0,0.0,0.0,0,0.0,160.0,20,1
33.17,3.165,2.0,2.0,13.0,3.165,1.0,1.0,3,0.0,380.0,0,0
24.08,0.875,1.0,0.0,9.0,0.085,0.0,1.0,4,0.0,254.0,1950,1
17.92,0.54,1.0,0.0,1.0,1.75,0.0,1.0,1,0.0,80.0,5,1
59.5,2.75,1.0,0.0,12.0,1.75,1.0,1.0,5,0.0,60.0,58,0
29.67,0.75,2.0,2.0,1.0,0.04,0.0,0.0,0,0.0,240.0,0,1
33.75,0.75,1.0,0.0,8.0,1.0,1.0,1.0,3,0.0,212.0,0,1
23.25,4.0,1.0,0.0,1.0,0.25,1.0,0.0,0,0.0,160.0,0,0
26.92,2.25,1.0,0.0,6.0,0.5,0.0,0.0,0,0.0,640.0,4000,1
22.08,11.0,1.0,0.0,2.0,0.665,1.0,0.0,0,0.0,100.0,0,0
20.83,8.5,1.0,0.0,1.0,0.165,0.0,0.0,0,0.0,0.0,351,1
21.92,11.665,1.0,0.0,8.0,0.085,0.0,0.0,0,0.0,320.0,5,1
27.42,14.5,1.0,0.0,13.0,3.085,1.0,1.0,1,0.0,120.0,11,0
23.17,11.125,1.0,0.0,13.0,0.46,1.0,1.0,1,0.0,100.0,0,0
17.67,4.46,1.0,0.0,1.0,0.25,0.0,0.0,0,2.0,80.0,0,1
20.08,0.125,1.0,0.0,10.0,1.0,0.0,1.0,1,0.0,240.0,768,0
20.67,0.835,2.0,2.0,1.0,2.0,0.0,0.0,0,2.0,240.0,0,1
22.17,0.585,2.0,2.0,5.0,0.0,0.0,0.0,0,0.0,100.0,0,1
34.42,1.335,1.0,0.0,6.0,0.125,0.0,0.0,0,0.0,440.0,4500,1
20.67,5.29,1.0,0.0,10.0,0.375,1.0,1.0,1,0.0,160.0,0,1
25.67,3.25,1.0,0.0,1.0,2.29,0.0,1.0,1,0.0,416.0,21,1
27.58,2.04,2.0,2.0,0.0,2.0,1.0,1.0,3,0.0,370.0,560,0
23.0,0.75,1.0,0.0,9.0,0.5,1.0,0.0,0,2.0,320.0,0,1
58.58,2.71,1.0,0.0,1.0,2.415,0.0,0.0,0,0.0,320.0,0,1
21.58,0.79,2.0,2.0,2.0,0.665,0.0,0.0,0,0.0,160.0,0,1
32.08,4.0,1.0,0.0,9.0,2.5,1.0,0.0,0,0.0,360.0,0,0
22.92,11.585,1.0,0.0,2.0,0.04,1.0,0.0,0,0.0,80.0,1349,0
28.0,3.0,1.0,0.0,12.0,0.75,0.0,0.0,0,0.0,300.0,67,1
31.25,2.835,1.0,0.0,5.0,0.0,0.0,1.0,5,0.0,176.0,146,1
20.75,10.335,1.0,0.0,2.0,0.335,1.0,1.0,1,0.0,80.0,50,0
29.5,0.46,1.0,0.0,8.0,0.54,1.0,1.0,4,0.0,380.0,500,0
16.92,0.335,2.0,2.0,8.0,0.29,0.0,0.0,0,2.0,200.0,0,1
27.42,12.5,1.0,0.0,0.0,0.25,0.0,0.0,0,0.0,720.0,0,1
48.17,1.335,1.0,0.0,6.0,0.335,0.0,0.0,0,0.0,0.0,120,1
40.58,3.29,1.0,0.0,9.0,3.5,0.0,0.0,0,2.0,400.0,0,1
25.83,12.835,1.0,0.0,2.0,0.5,0.0,0.0,0,0.0,0.0,2,1
39.25,9.5,1.0,0.0,9.0,6.5,1.0,1.0,14,0.0,240.0,4607,0
47.33,6.5,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,228,1
19.42,1.5,2.0,2.0,2.0,2.0,1.0,0.0,0,0.0,100.0,20,1
29.58,1.75,2.0,2.0,8.0,1.25,0.0,0.0,0,0.0,280.0,0,1
26.17,12.5,2.0,2.0,8.0,1.25,0.0,0.0,0,0.0,0.0,17,1
31.33,19.5,1.0,0.0,1.0,7.0,1.0,1.0,16,0.0,0.0,5000,0
17.33,9.5,1.0,0.0,0.0,1.75,0.0,1.0,10,0.0,0.0,10,1
38.92,1.75,1.0,0.0,8.0,0.5,0.0,0.0,0,0.0,300.0,2,1
26.67,2.71,2.0,2.0,2.0,5.25,1.0,1.0,1,0.0,211.0,0,0
24.08,0.5,1.0,0.0,10.0,1.25,1.0,1.0,1,0.0,0.0,678,0
37.5,0.835,1.0,0.0,4.0,0.04,0.0,0.0,0,0.0,120.0,5,1
18.0,0.165,1.0,0.0,10.0,0.21,0.0,0.0,0,0.0,200.0,40,0
28.25,5.04,2.0,2.0,1.0,1.5,1.0,1.0,8,0.0,144.0,7,0
23.0,1.835,1.0,0.0,7.0,0.0,0.0,1.0,1,0.0,200.0,53,1
25.0,0.875,1.0,0.0,13.0,1.04,1.0,0.0,0,0.0,160.0,5860,0
